Партія,Номер територіального виборчого округу (в порядку зростання),Код статті,Дата платежу,Номер розрахункового документа,Отримувач (повна назва),Місцезнаходження отримувача,Код отримувача (ЄДРПОУ),Призначення платежу,Сума (грн),Тип бенефіціара,Розшифровка коду витрат
Сила і Честь,211,1220,2019-07-08,181,ППФ Інститут політики,"м. Рівне, вул. Степана Бандери, буд. 1Б",32940357,"+;1220;опублікування агітаційних матеріалів у друкованих засобах масової інформації, зг- но рах. №ІП128 від 08.07.2019, в т.ч. ПДВ-2165,00 грн.",12990,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-08,191,"Колективне підприємство ""Редакція газети ""Буковина""","м. Чернівці, вул. Українська, буд. 22",02476296,"+;1220;опублікування агітаційних матеріалів у друкованих засобах масової інформації, зг- но рах. №126 від 08.07.2019, в т.ч. ПДВ-2333,33 грн.",14000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-08,192,"Газета Миколаївської області ""Южная правда""","м. Миколаїв, вул. Адміральська, буд. 20",02474239,"+;1220;опублікування агітаційних матеріалів у друкованих засобах масової інформації, зг- но рах. №СФ-0407 від 08.07.2019, в т.ч. ПДВ-2666,00 грн.",15996,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-08,178,ТОВ Газета Вечірня Полтава,"м. Полтава, вул. Р. Кириченко, буд. 36",33660664,"+;1220;опублікування агітаційних матеріалів у друкованих засобах масової інформації, зг- но рах. №СФ-0000223 від 01.07.2019, в т.ч. ПДВ-266,67 грн.",16000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-08,157,"Газета ""Галичина""","м. Івано-Франківськ, вул. Січових Стрільців, буд. 2",13644704,"+;1220;публікування агітац. матеріалів у друк. засобах масової інформації зг- но рах. №493 від 01.07.2019, в т.ч. ПДВ-2800,00грн.",16800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-08,190,ПП Медіа-центр Подільські вісті,"м. Хмельницький, просп. Миру, буд. 59",21313714,"+;1220;опублікування агітаційних матеріалів у друкованих засобах масової інформації, зг- но рах. №СФ-000513 від 08.07.2019, в т.ч. ПДВ-3000,00 грн.",18000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-08,184,ТОВ Субота плюс,"м. Запоріжжя, вул. Олександрівська, буд. 16",41546056,"+;1220;опублікування агітаційних матеріалів у друкованих засобах масової інформації, зг- но рах. №СФ-0000047 від 08.07.2019, без ПДВ.",18400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-08,183,ПП Твій вибір,"м. Луцьк, просп. Соборності, буд. 11А",33837545,"+;1220;опублікування агітаційних матеріалів у друкованих засобах масової інформації, зг- но рах. №139 від 04.07.2019, в т.ч. ПДВ-3080,00 грн.",18480,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1211,2019-07-08,160,"ТОВ ""Сіріус Медіа Продакшн""","м. Мукачеве, вул. Пряшівська, буд. 4",40643868,"+;1211;оплата ефірного часу на телебаченні, зг-но рах.№26 від 05.07.2019, в т.ч. ПДВ-3101,16грн.","18606,98",юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1220,2019-07-08,188,ТОВ РГ Зоря,"м. Дніпро, просп. Дмитра Яворницького, буд. 18",35497923,"+;1220;опублікування агітаційних матеріалів у друкованих засобах масової інформації, зг- но рах. №575 від 08.07.2019, в т.ч. ПДВ-3127,95 грн.","18767,7",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1211,2019-07-08,161,"ДП ""Дитяче телевізійне агенство""","м. Хмельницький, вул. Камʼянецька, буд. 21Б",23843362,"+;1211;оплата ефірного часу на телебаченні, зг-но рах №99 від 05.07.2019, без ПДВ",18900,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-08,167,ТОВ ТРК СОЮЗ-ТВ,"м. Житомир, просп. Миру, буд. 11, кв. 158",25304801,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №232 від 04.07.2019, вт.ч. ПДВ-7200,00",22650,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1220,2019-07-08,185,ТОВ РГ Молодий буковинець,"м. Чернівці, вул. Головна, буд. 41",02476310,"+;1220;опублікування агітаційних матеріалів у друкованих засобах масової інформації, зг- но рах. №СФ-0000555 від 08.07.2019, в т.ч. ПДВ-3840,00 грн.",23040,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1212,2019-07-08,153,"ДП ""Новий обрій""","м. Київ, вул. Івана Шевцова, буд. 1",37470683,"+;1212;оплата ефірного часу на радіо зг-но рах.№38 від 05.07.2019, в т.ч. ПДВ-3850,00грн.",23100,юридична особа,оплата ефірного часу на радіо
Сила і Честь,211,1220,2019-07-08,187,"ТОВ ""Чернігівська деснянська правда""","м. Чернігів, просп. Перемоги, буд. 62",36655186,"+;1220;опублікування агітаційних матеріалів у друкованих засобах масової інформації, зг- но рах. №383 від 01.07.2019, в т.ч. ПДВ-4260,00 грн.",25560,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1211,2019-07-08,166,"Дочірнє підприємство ""Телерадіокомпанія ""Стерх""","м. Дніпро, вул. Писаржевського, буд. 1А",24434223,"+;1211;оплата ефірного часу на телебаченні, зг- но рах. №СФ-07/23 від 05.07.2019, в т.ч. ПДВ-4575,00грн.",27450,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-08,164,"ТОВ ""Телевізійна компанія ""Приват ТБ Дніпро""","м. Дніпро, вул. Небережна Перемоги, буд. 50",23376587,"+;1211;оплата ефірного часу на телебаченні зг-но дог. №ВР-4/5 від 02.07.2019, в т.ч. ПДВ-4680,00",28080,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1220,2019-07-08,158,"ПП ""Інформ. агентство ""Центр медіа""","м. Одеса, вул. Маршала Говорова, буд. 2",33658561,"+;1220;публікування агітац. матеріалів у друк. засобах масової інформації зг- но рах. №393 від 02.07.2019, в т.ч. ПДВ-6373,67",38242,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1211,2019-07-08,165,"ПАТ""Телевізійна служба Дніпропетровськ","м. Дніпро, вул. Воскресенська, буд. 14",20264089,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №626 від 05.07.2019, в т.ч. ПДВ-6650,00грн.",39900,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1220,2019-07-08,177,"ТОВ ""Регіна ЛТД""","м. Вінниця, вул. Космонавтів, буд. 23",13331299,"+;1220;опублікуванняагітаційних матеріалів у друкованих засобах масової інформації, зг- но рах. №РГ0001729 від 05.07.2019, в т.ч. ПДВ-6666,67грн.",40000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1211,2019-07-08,168,"ТОВ ""Телерадіоорганізація ""Маріупольске телебачення""","Донецька обл., м. Маріуполь, вул. Нахімова, буд. 116А",22036458,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №232 від 04.07.2019, в т.ч. ПДВ-7200,00грн.",43200,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-08,169,КП ТРК ПЕРШИЙ ЗАХІДНИЙ,"м. Львів, вул. Підвальна, буд. 3",31074340,"+;1211;оплата ефірного часу на телебаченні, зг-но рах.№163 від 05.07.2019, в т.ч. ПДВ-7200,00грн.",43200,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1220,2019-07-08,186,"ТОВ ""Видавничий дім ""Високий замок""","м. Львів, вул. Героїв УПА, буд. 65",13807781,"+;1220;опублікування агітаційних матеріалів у друкованих засобах масової інформації, зг- но рах. №ВЗ-0000660 від 08.07.2019, в т.ч. ПДВ-7800,00 грн.",46800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1211,2019-07-08,170,"ПАТ ""ТРК ""ПРАВО/ТВК""","м. Харків, вул. Ярослава Мудрого, буд. 3",22722874,"+;1211;оплата ефірного часу на телебаченні зг-но рах.№57 від 01.07.2019, без ПДВ",67200,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1220,2019-07-08,182,ТОВ Експрес медіа сХаб,"м. Львів, вул. Володимира Великого, буд. 5А",30823524,"+;1220;опублікування агітаційних матеріалів у друкованих засобах масової інформації, зг- но рах. №229/31-ПА від 04.07.2019, в т.ч. ПДВ-13170,00 грн.",79020,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1110,2019-07-08,154,"ТОВ ""Новий друк""","м. Київ, вул. Магнітогорська, буд. 1",22891092,"+;1110; виготовлення друкованих матеріалів передвиборної агітації (буклетів), з-но рах. від 05.07.2019 №19-1095, в т.ч. ПДВ-36000,00 грн.",216000,юридична особа,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Сила і Честь,211,1220,2019-07-08,171,"ТОВ ""Видавничий дім ""Кручі Дніпра""","м. Київ, вул. Кіквідзе, буд. 18А",37046187,"+;1220;публікування агітац. матеріалів у друк. засобах масової інформації зг- но рах. №16 від 05.07.2019, в т.ч. ПДВ-53200,00грн.",319200,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-09,223,"ТОВ ""Видавництво та телерадіокомпанія ""Редакція газети ""Эхо""","м. Житомир, вул. Чуднівська, буд. 106В",13568663,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах. №448 від 01.07.2019, у т.ч. ПДВ-833,50грн.",5001,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1211,2019-07-09,207,"ПАТ""НСТУ""""Дніпровська регіон. дирекція","м. Дніпро, вул. Телевізійна, буд. 3",40020546,"+;1211;оплата ефірного часу на телебаченні., зг-но рах. №17 від ,08.07.2019  у т.ч. ПДВ-1284,50грн.",7707,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1220,2019-07-09,202,"ТОВ ""Редакція газети ""Свобода""","м. Тернопіль, вул. Живова, буд. 11",21157527,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах. №270 від 08.07.2019 у т.ч. ПДВ-1400,00грн.",8400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-09,203,"ТОВ ""Всі Суми Панорама-Медіа""","м. Суми, площа Покровська, буд. 6",36898197,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах №610 від 08.07.2019, без ПДВ.",9240,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1212,2019-07-09,216,"ПАТ ""Радіокомпанія ""ГАЛА""","м. Київ, вул. Саксаганського, буд. 91",20023766,"+;1212;оплата ефірного часу на радіо зг-но рах. №СФ-659 від 08.06.2019, в т.ч. ПДВ-1650,00грн.",9900,юридична особа,оплата ефірного часу на радіо
Сила і Честь,211,1220,2019-07-09,224,"ТОВ ""Редакція газети ""РІА КОЗЯТИН ЛТД""","м. Козятин, вул. Олега Кошового, буд. 52, кв. 3",39132183,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах. №2 від  02.07.2019, без ПДВ.",14300,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-09,205,"ТОВ ""Редакція газети""Вечірній Миколаїв","м. Миколаїв, вул. Адміральська, буд. 20",20882700,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах №ВН-00385 від 03.07.2019, у т.ч. ПДВ-2460,00грн.",14760,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-09,217,Редакція газети Вісник + К,"м. Луцьк, просп. Перемоги, буд. 15",36541145,"+;1220;опублікування агітаційних матеріалів у друкованих засобах масової інформації, зг- но рах. №349 від 08.07.2019, в т.ч. ПДВ-2580,00 грн.",15480,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-09,201,"ТОВ ""Газета ""Волинь""","м. Луцьк, просп. Воля, буд. 13",02471695,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах №2014 від 08.07.201  у т.ч. ПДВ-2924,00 грн.",17544,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-09,222,"ТОВ ""Видавництво та телерадіокомпанія ""Редакція газети ""Эхо""","м. Житомир, вул. Чуднівська, буд. 106В",13568663,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах. №447 від01.07.2019, у т.ч. ПДВ-2973,33грн.",17840,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1211,2019-07-09,200,"ТОВ ""Телекомпанія ""СТС""","м. Суми, площа Незалежності, буд. 10, кв. 25",39751385,"+;1211;оплата ефірного часу на телебаченні, зг-но рах.№183 від 08.07.2019, в т.ч. ПДВ-3000,00грн.",18000,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1220,2019-07-09,215,ТОВ РГ Зоря,"м. Дніпро, просп. Дмитра Яворницького, буд. 18",35497923,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но ра №575 від 08.07.2019, у т.ч. ПДВ-3127,95грн.","18767,7",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-09,204,"ТОВ ""Редакція газети ""Житомирщина""","м. Житомир, майдан ім. С. П. Корольова, буд. 12",02472499,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах №339  від  04.07.2019, у т.ч. ПДВ- 3200,00грн.",19200,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-09,206,"ТОВ ""Студія Тиса ФМ""","м. Ужгород, вул. Мукачівська, буд. 54",33614414,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах. №СФ-0000059 від  08.07.2019, у т.ч. ПДВ-3200,00грн.",19200,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-09,214,"ТОВ ""Газета ""Наше місто""","м. Дніпро, вул. Старокозацька, буд. 58",19087191,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах №320 від 08.07.2019, у т.ч. ПДВ-3217,50грн.",19305,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1211,2019-07-09,198,ПП ТРО ТЕРНОПІЛЬ-МЕДІА,"м. Тернопіль, вул. Олени Кульчицької, буд. 2А",41302104,"+;1211;оплата ефірного часу на телебаченні, зг-но рах.№СФ-000097 від 05.07.2019, без ПДВ.",20160,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1220,2019-07-09,212,"ТОВ ""Редакція газети ""РІА КОЗЯТИН ЛТД""","м. Козятин, вул. Олега Кошового, буд. 52, кв. 3",39132183,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах.№1 від 02.07.2019, без ПДВ.",20280,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-09,213,"ТОВ ""Юридична фірма ""Правник""","м. Дніпро, вул. Столярова, буд. 1",33669201,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах.№ 2679 від 08.07.2019, у т.ч. ПДВ-3916,67грн.",23500,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-09,211,"ТОВ ""Газета ""МИГ""","м. Запоріжжя, просп. Соборний, буд. 152",14298776,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах №257 від  04.07.2019, у т.ч. ПДВ-6333,33грн.",38000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-09,221,"ТОВ ""Редакція Чернігівської обласної молодіжної газети ""Гарт""","м. Чернігів, просп. Перемоги, буд. 62",14221006,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах. №36 від 01.07.2019, у т.ч. ПДВ-6400,00грн.",38400,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1211,2019-07-09,208,"Дочірнє підприємство ""Телерадіокомпанія ""Стерх""","м. Дніпро, вул. Писаржевського, буд. 1А",24434223,"+;1211;оплата ефірного часу на телебаченні, зг-но рах.№СФ-07/30 від 08.07.2019, в т.ч. ПДВ-7902,00грн.",47412,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-09,210,ПП ТРО ТЕРНОПІЛЬ-МЕДІА,"м. Тернопіль, вул. Олени Кульчицької, буд. 2А",41302104,"+;1211;оплата ефірного часу на телебаченні, зг-но рах.№СФ-0000100, від 09.07.2019, без ПДВ.",54000,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-09,199,"ТОВ ""Телекомпанія ""СТС""","м. Суми, площа Незалежності, буд. 10, кв. 25",39751385,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №184 від 08.07.2019, в т.ч. ПДВ-10000,00грн.",60000,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-09,209,"ПАТ""Телевізійна служба Дніпропетровськ","м. Дніпро, вул. Воскресенська, буд. 14",20264089,"+;1211;оплата ефірного часу на телебаченні, зг-но рах.№641 від 08.07.2019, в т.ч.ПДВ-10000,00грн.",60000,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-10,230,ТОВ Івано-Франк.ТРК КАНАЛ-402,"м. Івано-Франківськ, вул. Чорновола, буд. 99",13642036,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №057 від 01.07.2019, в т.ч. ПДВ-420,00грн.",2520,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1330,2019-07-10,247,"Комунальний заклад Департаменту культурно-громадського розвитку Маріупольської міської ради ""Централізована бухгалтерія закладів культури""","Донецька обл., м. Маріуполь, вул. Георгіївська, буд. 47",26318484,"+;1330;оренда обладнання та технічних засобів для ведення передвиборної агітації, зг. дог. від 09.07.2019 №21, в т.ч. ПДВ-443,33 грн.",2660,юридична особа,оренда обладнання та технічних засобів для ведення передвиборної агітації
Сила і Честь,211,1110,2019-07-10,233,Нестроєва Світлана Веніамінівна,"м. Київ, вул. Булаховського, буд. 5Б, кв. 124",,"+;1110;виготолення друк. матеріалів передвиборної агітації (буклети А5), зг-но рах. №С181511 від 09.07.2019, в т.ч. ПДВ-461,68грн.","2770,08",ФОП,"виготовлення друкованих матеріалів (виборчих листівок, плакатів та інших агітаційних матеріалів чи видань)"
Сила і Честь,211,1220,2019-07-10,227,ТОВ СТУДІЯ МІСТО,"м. Полтава, просп. Першотравневий, буд. 19",31495587,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах.№СФ-0000363 від 09.07.2019, у т.ч. ПДВ-500,00грн.",3000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1211,2019-07-10,237,"ТОВ ""Телерадіоорганізація ""Маріупольске телебачення""","Донецька обл., м. Маріуполь, вул. Нахімова, буд. 116А",22036458,"+;1211;оплата ефірного часу на телебаченні, зг. рах. від 09.07.2019 №254, в т.ч. ПДВ-672,00 грн.",4032,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1120,2019-07-10,240,"ТОВ ""Телерадіоорганізація ""Маріупольске телебачення""","Донецька обл., м. Маріуполь, вул. Нахімова, буд. 116А",22036458,"+;1120;виготовлення відеозаписів, зг. рах. від 09.07.2019 №253, в т.ч. ПДВ-800,00 грн.",4800,юридична особа,виготовлення відеозаписів
Сила і Честь,211,1340,2019-07-10,239,Підприємство Будинок профспілок ДООП,"м. Дніпро, просп. Карла Маркса, буд. 93",23941567,"+;1340;оренда приміщень усіх форм власності для проведення публічних заходів передвиборної агітації, зг. рах. від 10.07.19 №1513, в т.ч. ПДВ-1000 грн.",6000,юридична особа,оренда будинків і приміщень усіх форм власності для проведення зборів громадян та інших зустрічей з виборцями
Сила і Честь,211,1220,2019-07-10,246,ПП Медіа-центр Надросся,"м. Корсунь-Шевченківський, вул. Героїв Майдану, буд. 12",02475977,"+;1220;публікування агітаційних матеріалів у друкованих засобах масової інформації, зг-но рах. від 05.07.2019 №12/7, без ПДВ","6057,9",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-10,245,ПП УРБ Відкриті комунікації,"м. Кагарлик, вул. Незалежності, буд. 1",02473381,"+;1220;публікування агітаційних матеріалів у друкованих засобах масової інформації, зг-но рах. від 09.07.2019 №528, без ПДВ.","6224,68",юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1400,2019-07-10,250,"Філія ПАТ ""НСТУ"" ""Житомирська регіональна дирекція""","м. Житомир, вул. Театральна, буд. 7",40020187,"+;1400;інші витрати (проведення заходів в студії АСБ-5), зг. рах. від 08.07.19 №178, в т.ч.ПДВ-1395,83грн",8375,юридична особа,"Інші витрати на передвиборну агітацію (розповсюдження виборчих листівок, плакатів та інших друкованих агітаційних матеріалів чи друкованих видань; проведення мітингів, походів, демонстрацій, пікетів, концертів, вистав, спортивних змагань, демонстрації фільмів та телепередач чи інших публічних заходів за підтримки політичної партії – суб’єкта виборчого процесу чи кандидата на пост Президента України тощо)"
Сила і Честь,211,1220,2019-07-10,226,"ПП ""Вільне життя""","м. Тернопіль, вул. Сагайдачного, буд. 9",34950862,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах.№207 від 09.07.2019, без ПДВ.",10000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1320,2019-07-10,238,ТОВ Київтурекспрес,"м. Київ, вул. Круглоуніверситетська, буд. 15, кімн. 1",20357980,"+;1320;оренда будинків і приміщень для проведення публічних прес-конференцій, зг. рах. від 01.07.2019 №СФ-0000119, в т.ч. ПДВ-1666,67 грн.",10000,юридична особа,"оренда будинків і приміщень усіх форм власності для проведення публічних дебатів, дискусій, &quot;круглих столів&quot;, прес-конференцій стосовно положень передвиборної програми та політичної діяльності партії – суб’єкта виборчого процесу чи політичної діяльності кандидата на пост Президента України, а також для виготовлення матеріалів передвиборної агітації"
Сила і Честь,211,1220,2019-07-10,228,ТОВ СТУДІЯ МІСТО,"м. Полтава, просп. Першотравневий, буд. 19",31495587,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах.№СФ-0000359 від 09.07.2019, у т.ч. ПДВ-1800,00грн.",10800,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-10,234,ПАТ Газета Приазовський робочий,"м. Маріуполь, просп. Миру, буд. 19",02472200,"+;1220;публікування агітаційних матеріалів у друкованих засобах масової інформації, зг. рах. від 09.07.2019 №924, в т.ч. ПДВ-2116,67 грн.",12700,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-10,244,Журило Софія Станіславівна,"Києво-Святошинський р-н, с. Чайки, вул. В. Лобановського, буд. 28, кв. 30",3193320825,"+;1220;публікування агітаційних матеріалів у друкованих засобах масової інформації, зг-но рах. від 01.07.2019 №С-174, без ПДВ.",17100,ФОП,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-10,225,"ТОВ ""Телерадіокомпанія ""Новий день""","м. Кропивницький, вул. Чорновола, буд. 36Б",13747864,"+;1220;опублікування агітац. матеріалів у друкованих засобах масової інформації, зг-но рах.№СФ-0000586 від 05.07.2019, у т.ч. ПДВ-3000,00грн.",18000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-10,235,ТОВ РГ Україна-Центр,"м. Кропивницький, вул. Ельворті, буд. 7",22212613,"+;1220;публікування агітаційних матеріалів у друкованих засобах масової інформації, зг. рах. від 03.07.2019 №СФ-00113, в т.ч. ПДВ-3000,00 грн.",18000,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-10,236,КП РОГ Діалог,"м. Кропивницький, вул. Преображенська, буд. 4",20652667,"+;1220;публікування агітаційних матеріалів у друкованих засобах масової інформації, зг. рах. від 03.07.2019 №207, в т.ч. ПДВ-5560,00 грн.",33360,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-10,243,Тітов В.В.,"Житомирська обл., с. Тетерівка, вул. Піонерська, буд. 46",,"+;1220;публікування агітаційних матеріалів у друкованих засобах масової інформації, зг-но рах. від 05.07.2019 №1, без ПДВ.",35000,ФОП,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1220,2019-07-10,242,ПП Компроміс-Медіа,"м. Херсон, вул. Університетська, буд. 31",24951639,"+;1220;публікування агітаційних матеріалів у друкованих засобах масової інформації, зг-но рах. від 03.07.2019 №К1640, в т.ч. ПДВ-5928,00 грн.",35568,юридична особа,оплата друкованих площ у друкованих засобах масової інформації
Сила і Честь,211,1211,2019-07-10,231,ТОВ СТУДІЯ МІСТО,"м. Полтава, просп. Першотравневий, буд. 19",31495587,"+;1211;оплата ефірного часу на телебаченні зг-но рах.№СФ-0000370, від 10.07.2019, в т.ч. ПДВ-10000,00грн.",60000,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,1211,2019-07-10,232,ТОВ TV-4,"м. Тернопіль, вул. Сагайдачного, буд. 2/7",14029496,"+;1211;оплата ефірного часу на телебаченні, зг-но рах. №ТВ-0000251, від 09.07.2019, в т.ч. ПДВ-10800,00грн.",64800,юридична особа,оплата ефірного часу на телебаченні
Сила і Честь,211,8,2019-06-27,2112,"ТОВ ""Мега-поліграф""","м. Київ, вул. Марка Вовчка, буд. 12/14",32114278,"+;8;повернення, перерахованої за платіжним дорученням №212 від 27.06.2019, за послуги з дуру інформаційного бюлетеня у зв’язку зі зміною накладу",61200,юридична особа,Повернення коштів виконавцями  за укладеними договорам
Сила і Честь,211,8,2019-07-08,315,"Івано-Франківське обласне телебачення ""Галичина""","м. Івано-Франківськ, вул. Грушевського, буд. 21, оф. 701",13641427,"+;8; повернення, перерахованої за платіжним дорученням №137 від 05.07.2019 за оплату ефірного часу на телебаченні у зв’язку, з помилковим перерахуванням.",30000,юридична особа,Повернення коштів виконавцями  за укладеними договорам
Сила і Честь,211,8,2019-07-10,26,"Філія ПАТ ""НСТУ"" ""Житомирська регіональна дирекція""","м. Житомир, вул. Театральна, буд. 7",40020187,"Повернення перерахованих коштів, в зв'язку із відсутністю зазначеного виду послуги в номенклатурі послуг філіЇ, без ПДВ.",8375,юридична особа,Повернення коштів виконавцями  за укладеними договорам
